article_id,created_at,likes_counts,region,content,author_name,author_gender,author_address,author_avatar
5030420561531428,2024-05-05 00:18:21,0,广东,[心][心],李还好同学,m,广东 河源,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/6c079b1ely8hjaujp1313j20u00u0qbe.jpg?KID=imgbed,tva&Expires=1714858300&ssig=BRljJ2EHqC"
5030420561531428,2024-05-05 00:16:10,0,陕西,永远热泪盈眶,hkhkhk11,m,陕西 西安,"https://tvax3.sinaimg.cn/crop.0.0.1002.1002.180/0068MM4Lly8g2ftuux5f2j30ru0ru0x5.jpg?KID=imgbed,tva&Expires=1714858300&ssig=rq8qqbpW88"
5030420561531428,2024-05-05 00:14:52,0,河北,“敢想敢干，敢拼敢闯”，雷总五四采访鸡汤金句频出，短短几分钟浓缩精炼[握手][作揖][作揖]#雷军献给青春的演讲#,2凌7,m,河北 沧州,"https://tvax4.sinaimg.cn/crop.0.0.607.607.180/a7612f1bly1hjg44gfypoj20gv0gv3zo.jpg?KID=imgbed,tva&Expires=1714858300&ssig=l%2Bmod3o2t8"
5030420561531428,2024-05-05 00:13:33,0,江苏,还是雷总更懂我们年轻人，雷总牛[爱你],北木my,m,江苏 南京,"https://tvax1.sinaimg.cn/crop.0.0.940.940.180/00667o5Uly8hpacn8a747j30q40q4q5o.jpg?KID=imgbed,tva&Expires=1714858300&ssig=snzgUjOxms"
5030420561531428,2024-05-05 00:12:15,0,浙江,雷总，我的梦想是能开上小米su7。您能帮我提前实现吗？[doge],灿烂的云雨,m,浙江,"https://tvax2.sinaimg.cn/crop.0.0.828.828.180/007ZTAFRly8g8a93a5orkj30n00n03zy.jpg?KID=imgbed,tva&Expires=1714858302&ssig=SDZcRMQpjq"
5030420561531428,2024-05-05 00:11:46,0,广东,[赞][赞][赞],南越的浪人,m,其他,"https://tvax4.sinaimg.cn/crop.0.0.1002.1002.180/006UOSw9ly8gn3md2haotj30ru0rutaw.jpg?KID=imgbed,tva&Expires=1714858302&ssig=KKF%2Bs8nfp3"
5030420561531428,2024-05-05 00:11:14,0,北京,雷总，您平时一般几点睡？年轻人熬夜这事请问您怎么看？,andy-lala,m,北京 海淀区,"https://tva4.sinaimg.cn/crop.0.0.180.180.180/722d4eebjw1e8qgp5bmzyj2050050aa8.jpg?KID=imgbed,tva&Expires=1714858302&ssig=r7GHID0eLt"
5030420561531428,2024-05-05 00:09:55,0,四川,永远相信美好的事情即将发生！@雷军,像风一样的同学,m,四川 成都,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/005EK62Kly8h0tj6jeg42j30ku0kuta1.jpg?KID=imgbed,tva&Expires=1714858302&ssig=5Da9Ao135h"
5030420561531428,2024-05-05 00:09:53,2,山西,雷总的书里说过，我们不要拿顾客当上帝，要和他们做朋友，因为朋友之间充满信任[鲜花],我是小煎,m,四川,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/d7b7764dly8hotioer78gj20u00u0q4d.jpg?KID=imgbed,tva&Expires=1714858302&ssig=ASD7jsz7pF"
5030420561531428,2024-05-05 00:09:38,0,山东,我的作文素材又多了[抱一抱][抱一抱][抱一抱],我会来的呀,f,其他,"https://tvax1.sinaimg.cn/crop.0.0.777.777.180/006Gsgchly8h0f3d37qgsj30ll0llmyl.jpg?KID=imgbed,tva&Expires=1714858302&ssig=CjuUCPoI5x"
5030420561531428,2024-05-05 00:09:17,0,江苏,雷总像太阳一样发出耀眼的光芒，我接收到了巨大的能量！这期适合全文背诵，反复观看！相信梦想的力量，敢想敢干！！[心][心][心]相信自己，去做热爱的事！！！[good][good][good],眼里有光-心中有梦,m,其他,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/c1504cc6ly8hou0d5w786j20u00u0acq.jpg?KID=imgbed,tva&Expires=1714858302&ssig=iwj9h%2FBDrI"
5030420561531428,2024-05-05 00:09:08,0,四川,偶像,像风一样的同学,m,四川 成都,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/005EK62Kly8h0tj6jeg42j30ku0kuta1.jpg?KID=imgbed,tva&Expires=1714858302&ssig=5Da9Ao135h"
5030420561531428,2024-05-05 00:08:43,0,天津,雷总，榜样的力量[打call]踏实 勤奋 努力 敢拼敢做,林林总总小姐,f,天津,"https://tvax3.sinaimg.cn/crop.0.0.750.750.180/0068OEk7ly8g2g1uxczvfj30ku0kuwff.jpg?KID=imgbed,tva&Expires=1714858302&ssig=k9CHXw0dD7"
